"","enrolID","startaar","startsn","Uddannelse","startramme","Ramme_kode","startstudordna","Studieordningskode","startfak","slutramme","slutsn","slutfak","NU","Norm tid","Norm+1 aar","statussn","udmeldsn","fradatosn","slutdatosn","stype","startMonth","yearOfEnrolment","EndSemester","SPV","1_T_atnBy","1_T_atpIn","1_NT_atnBy","1_NT_atpIn","1_El_atnBy","1_El_atpIn","1_Pr_atnBy","1_Pr_atpIn","2_T_atnBy","2_T_atpIn","2_NT_atnBy","2_NT_atpIn","2_El_atnBy","2_El_atpIn","2_Pr_atnBy","2_Pr_atpIn","3_T_atnBy","3_T_atpIn","3_NT_atnBy","3_NT_atpIn","3_El_atnBy","3_El_atpIn","3_Pr_atnBy","3_Pr_atpIn","4_T_atnBy","4_T_atpIn","4_NT_atnBy","4_NT_atpIn","4_El_atnBy","4_El_atpIn","4_Pr_atnBy","4_Pr_atpIn","5_T_atnBy","5_T_atpIn","5_NT_atnBy","5_NT_atpIn","5_El_atnBy","5_El_atpIn","5_Pr_atnBy","5_Pr_atpIn","6_T_atnBy","6_T_atpIn","6_NT_atnBy","6_NT_atpIn","6_El_atnBy","6_El_atpIn","6_Pr_atnBy","6_Pr_atpIn","7_T_atnBy","7_T_atpIn","7_NT_atnBy","7_NT_atpIn","7_El_atnBy","7_El_atpIn","7_Pr_atnBy","7_Pr_atpIn","8_T_atnBy","8_T_atpIn","8_NT_atnBy","8_NT_atpIn","8_El_atnBy","8_El_atpIn","8_Pr_atnBy","8_Pr_atpIn","9_T_atnBy","9_T_atpIn","9_NT_atnBy","9_NT_atpIn","9_El_atnBy","9_El_atpIn","9_Pr_atnBy","9_Pr_atpIn","10_T_atnBy","10_T_atpIn","10_NT_atnBy","10_NT_atpIn","10_El_atnBy","10_El_atpIn","10_Pr_atnBy","10_Pr_atpIn","1_El_nom","1_NT_nom","1_Pr_nom","1_T_nom","2_El_nom","2_NT_nom","2_Pr_nom","2_T_nom","3_El_nom","3_NT_nom","3_Pr_nom","3_T_nom","4_El_nom","4_NT_nom","4_Pr_nom","4_T_nom","5_El_nom","5_NT_nom","5_Pr_nom","5_T_nom","6_El_nom","6_NT_nom","6_Pr_nom","6_T_nom","1_El_mGPA","1_NT_mGPA","1_Pr_mGPA","1_T_mGPA","2_El_mGPA","2_NT_mGPA","2_Pr_mGPA","2_T_mGPA","3_El_mGPA","3_NT_mGPA","3_Pr_mGPA","3_T_mGPA","4_El_mGPA","4_NT_mGPA","4_Pr_mGPA","4_T_mGPA","5_El_mGPA","5_NT_mGPA","5_Pr_mGPA","5_T_mGPA","6_El_mGPA","6_NT_mGPA","6_Pr_mGPA","6_T_mGPA","7_El_mGPA","7_NT_mGPA","7_Pr_mGPA","7_T_mGPA","8_El_mGPA","8_NT_mGPA","8_Pr_mGPA","8_T_mGPA","9_El_mGPA","9_NT_mGPA","9_Pr_mGPA","9_T_mGPA","10_El_mGPA","10_NT_mGPA","10_Pr_mGPA","10_T_mGPA","priop","UDD_KODE","kvotient","kvote","land","Campus"
"979",2115,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",9,2013,6,"BSc2010",5,5,10,10,0,0,15,15,10,10,15,5,0,0,30,15,15,5,25,10,0,0,40,10,35,20,30,5,0,0,55,15,35,0,35,5,0,0,70,15,45,10,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,4,NA,7,7,2.66666666666667,NA,9.5,8.66666666666667,2.5,NA,9.5,9.5,4.28571428571429,NA,10.3333333333333,9.6,4.28571428571429,NA,10.3333333333333,9.66666666666667,4.55555555555556,NA,10.3333333333333,9.66666666666667,4.55555555555556,NA,10.3333333333333,9.66666666666667,4.55555555555556,NA,10.3333333333333,9.66666666666667,4.55555555555556,NA,10.3333333333333,9.66666666666667,4.55555555555556,"1.prio",25317,5.3,1,"Danmark","Aalborg"
"980",2116,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",9,2013,6,"BSc2010",5,5,10,10,0,0,15,15,15,10,10,5,0,0,30,15,20,5,20,15,0,0,40,10,35,15,30,10,0,0,55,15,35,0,35,5,0,0,70,15,45,10,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,10,4,12,NA,10,7,9.66666666666667,NA,10,8.66666666666667,10.25,NA,10,9.5,10.5,NA,10.6666666666667,9,10.5,NA,10.6666666666667,7.83333333333333,9.625,NA,10.6666666666667,7.83333333333333,9.625,NA,10.6666666666667,7.83333333333333,9.625,NA,10.6666666666667,7.83333333333333,9.625,NA,10.6666666666667,7.83333333333333,9.625,"1.prio",25317,6.9,1,"Danmark","Aalborg"
"981",504,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMC80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",9,2016,NA,"MSc2011",0,5,0,5,5,5,0,15,5,5,5,10,15,10,15,30,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5,0,5,0,15,0,15,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,0,0,0,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,NA,0,-0.333333333333333,5,"1.prio",25317,6.9,1,"Danmark","Aalborg"
"982",2022,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-06-04,"bachelor",9,2013,4,"BSc2010",5,5,5,10,0,0,15,15,10,10,10,10,0,0,30,15,15,10,15,15,0,0,30,10,15,10,15,10,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,15,0,15,0,0,0,30,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,10,4,NA,2,6,1.5,NA,1.33333333333333,2.33333333333333,0.833333333333333,NA,1,2.33333333333333,0,NA,1,2.33333333333333,0,NA,1,2.33333333333333,0,NA,1,2.33333333333333,0,NA,1,2.33333333333333,0,NA,1,2.33333333333333,0,NA,1,2.33333333333333,0,"1.prio",25317,5.1,1,"Danmark","Aalborg"
"983",2224,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse (BA) Oplevelsesteknologi","Art and Technology","HUM","4.Frafald, nyt FAK","Norm Afb (nyt FAK)","Norm+ Afb (nyt FAK)","afbrudt","Afbrudt af institutionen",2013-09-01,2015-08-31,"bachelor",9,2013,4,"BSc2010",0,5,10,10,0,0,15,15,0,15,10,5,0,0,30,15,0,15,15,15,0,0,30,10,0,15,20,10,0,0,45,15,0,0,20,0,0,0,45,0,0,0,20,0,0,0,45,0,0,0,20,0,0,0,45,0,0,0,20,0,0,0,45,0,0,0,20,0,0,0,45,0,0,0,20,0,0,0,45,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,12,0,NA,4,7,-0.6,NA,2,3,-0.75,NA,2.66666666666667,2.75,-1.6,NA,2.66666666666667,2.75,-1.6,NA,2.66666666666667,2.75,-1.6,NA,2.66666666666667,2.75,-1.6,NA,2.66666666666667,2.75,-1.6,NA,2.66666666666667,2.75,-1.6,NA,2.66666666666667,2.75,-1.6,"1.prio",25317,NA,2,"Danmark","Aalborg"
"984",1944,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-08-31,"bachelor",9,2013,4,"BSc2010",0,5,10,10,0,0,15,15,0,15,10,5,0,0,30,15,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,4,-3,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,NA,4,3,-2.25,"1.prio",25317,5.6,1,"Litauen","Aalborg"
"985",2216,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Software engineering","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2013-09-01,2015-08-31,"bachelor",9,2013,4,"BSc2010",5,5,5,10,0,0,15,15,10,10,5,10,0,0,30,15,15,5,15,15,0,0,40,10,25,20,15,5,0,0,40,15,25,0,15,0,0,0,40,0,25,0,15,0,0,0,40,0,25,0,15,0,0,0,40,0,25,0,15,0,0,0,40,0,25,0,15,0,0,0,40,0,25,0,15,0,0,0,40,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,10,4,NA,-5,8.5,1.5,NA,-2,9,1.6,NA,-2,5.5,0,NA,-2,5.5,0,NA,-2,5.5,0,NA,-2,5.5,0,NA,-2,5.5,0,NA,-2,5.5,0,NA,-2,5.5,0,"1.prio",25317,5,1,"Danmark","Aalborg"
"986",2217,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Software engineering","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2013-09-01,2015-08-31,"bachelor",9,2013,4,"BSc2010",5,5,10,10,0,0,15,15,10,10,15,5,0,0,30,15,10,0,25,10,0,0,40,10,20,20,25,5,0,0,40,15,20,0,25,0,0,0,40,0,20,0,25,0,0,0,40,0,20,0,25,0,0,0,40,0,20,0,25,0,0,0,40,0,20,0,25,0,0,0,40,0,20,0,25,0,0,0,40,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,10,4,10,NA,10,4,4,NA,7,6.66666666666667,4,NA,7,3.75,1,NA,7,3.75,1,NA,7,3.75,1,NA,7,3.75,1,NA,7,3.75,1,NA,7,3.75,1,NA,7,3.75,1,"1.prio",25317,6.8,1,"Danmark","Aalborg"
"987",2052,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-09-28,"bachelor",9,2013,5,"BSc2010",0,5,5,10,0,0,15,15,5,15,5,10,0,0,30,15,10,15,5,15,0,0,30,10,10,15,10,10,0,0,45,15,10,0,10,0,0,0,45,0,10,0,10,0,0,0,45,0,10,0,10,0,0,0,45,0,10,0,10,0,0,0,45,0,10,0,10,0,0,0,45,0,10,0,10,0,0,0,45,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,7,0,NA,-2.5,4.5,0.4,NA,-1.66666666666667,1.33333333333333,0.125,NA,0.5,1.5,-0.9,NA,0.5,1.5,-0.9,NA,0.5,1.5,-0.9,NA,0.5,1.5,-0.9,NA,0.5,1.5,-0.9,NA,0.5,1.5,-0.9,NA,0.5,1.5,-0.9,"1.prio",25317,6.6,1,"Danmark","Aalborg"
"988",1895,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-03-27,"bachelor",9,2013,2,"BSc2010",0,5,10,10,0,0,15,15,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,0,10,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,NA,7,4,-3,"1.prio",25317,6.9,1,"Danmark","Aalborg"
"989",2041,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","2.Frafald > 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-10-04,"bachelor",9,2013,5,"BSc2010",5,5,10,10,0,0,15,15,10,10,10,5,0,0,30,15,10,5,20,15,0,0,40,10,20,20,25,10,0,0,55,15,20,5,25,0,0,0,55,0,20,0,25,0,0,0,55,0,20,0,25,0,0,0,55,0,20,0,25,0,0,0,55,0,20,0,25,0,0,0,55,0,20,0,25,0,0,0,55,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,4,NA,7,3,1.5,NA,7,3.33333333333333,1.2,NA,7,5,0.625,NA,7,5,0,NA,7,5,0,NA,7,5,0,NA,7,5,0,NA,7,5,0,NA,7,5,0,"1.prio",25317,8.3,1,"Danmark","Aalborg"
"990",1867,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","1.-2. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2013-12-04,"bachelor",9,2013,1,"BSc2010",0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.prio",25317,8.3,1,"Iran","Aalborg"
"991",520,2016,"Medieteknologi","Medialogi","Kandidatuddannelse - NAT Medialogi","NJM7014O","2.-4. semester Medialogi","DMI80142","TEK-NAT","","","","5.Læser stadigt","Norm Aktiv","Norm+ Aktiv","åben","Indskrevet",2016-09-01,NA,"kandidat",9,2016,NA,"MSc2011",5,5,5,5,5,5,15,15,5,0,10,5,15,10,30,15,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5,0,10,0,15,0,30,0,5.000000001,5,15,5,15.000000001,10,30,5,15.000000001,10,30,5,15.000000001,10,60,5,15.000000001,10,60,5,15.000000001,10,60,5,NA,7,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,NA,9.5,7,4,"1.prio",25317,13,1,"Ungarn","Aalborg"
"992",2178,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-07-12,"bachelor",9,2013,6,"BSc2010",5,5,10,10,0,0,15,15,15,10,10,5,0,0,30,15,20,5,20,15,0,0,40,10,35,15,20,5,0,0,55,15,35,0,30,10,0,0,70,15,45,10,45,15,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,10,NA,7,5.5,8,NA,7,7,6.5,NA,7,8.25,6.16666666666667,NA,7,8,6.16666666666667,NA,7,7.83333333333333,5.625,NA,7,7.83333333333333,5.625,NA,7,7.83333333333333,5.625,NA,7,7.83333333333333,5.625,NA,7,7.83333333333333,5.625,"1.prio",25317,13,1,"Ungarn","Aalborg"
"993",2222,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse (BA) International Virkomhedskommunikation - Spansk","Internat. virksomhedskom.","HUM","4.Frafald, nyt FAK","Norm Afb (nyt FAK)","Norm+ Afb (nyt FAK)","afbrudt","Afbrudt af den studerende",2013-09-01,2015-07-30,"bachelor",9,2013,4,"BSc2010",0,5,10,10,0,0,15,15,15,15,10,5,0,0,30,15,15,5,25,15,0,0,40,10,15,5,25,0,0,0,40,0,15,0,25,0,0,0,40,0,15,0,25,0,0,0,40,0,15,0,25,0,0,0,40,0,15,0,25,0,0,0,40,0,15,0,25,0,0,0,40,0,15,0,25,0,0,0,40,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,10,0,NA,7,10,2.5,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,NA,5.5,10.6666666666667,1.4,"1.prio",25317,9.5,1,"Danmark","Aalborg"
"994",1964,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2015-05-18,"bachelor",9,2013,4,"BSc2010",0,5,0,10,0,0,15,15,0,10,0,5,0,0,15,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,-5,10,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,NA,-5,2.5,-5,"1.prio",25317,6.5,1,"Danmark","Aalborg"
"995",2215,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Software engineering","Datalogi","TEK-NAT","3.Frafald, nyt SN","Norm Afb (nyt SN)","Norm+ Afb (nyt SN)","afbrudt","Afbrudt af institutionen",2013-09-01,2014-08-31,"bachelor",9,2013,2,"BSc2010",5,5,10,10,0,0,15,15,10,10,10,5,0,0,30,15,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,10,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,7,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,NA,7,5.5,3.66666666666667,"1.prio",25317,8.3,1,"Danmark","Aalborg"
"996",1938,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2015-04-13,"bachelor",9,2013,4,"BSc2010",0,5,5,10,0,0,15,15,5,15,10,10,0,0,30,15,5,0,10,15,0,0,30,10,5,5,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,5,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,0,4,0,NA,3.5,4,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,NA,0.666666666666667,1,0.4,"1.prio",25317,3,1,"Danmark","Aalborg"
"997",2117,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","6. BAC.","Norm Gnf.","Norm+ Gnf.","afslutte","Afsluttet",2013-09-01,2016-06-28,"bachelor",9,2013,6,"BSc2010",5,5,10,10,0,0,15,15,10,10,10,5,0,0,30,15,10,5,25,15,0,0,40,10,25,20,30,5,0,0,55,15,35,10,35,5,0,0,70,15,45,10,45,10,0,0,90,20,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,45,0,45,0,0,0,90,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,4,2,NA,7,8,2,NA,7,6.66666666666667,1.5,NA,7,7.5,3.14285714285714,NA,8.66666666666667,6.8,3.66666666666667,NA,8.66666666666667,7.33333333333333,4,NA,8.66666666666667,7.33333333333333,4,NA,8.66666666666667,7.33333333333333,4,NA,8.66666666666667,7.33333333333333,4,NA,8.66666666666667,7.33333333333333,4,"1.prio",25317,5.6,1,"Danmark","Aalborg"
"998",2207,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","Bacheloruddannelse - BSc Idræt","Sundhed, Teknologi og Idræt","SUND","4.Frafald, nyt FAK","Norm Afb (nyt FAK)","Norm+ Afb (nyt FAK)","afbrudt","Afbrudt af den studerende",2013-09-01,2015-06-23,"bachelor",9,2013,4,"BSc2010",0,5,10,10,0,0,15,15,5,15,10,5,0,0,30,15,5,10,20,15,0,0,40,10,5,5,20,5,0,0,40,0,5,0,20,0,0,0,40,0,5,0,20,0,0,0,40,0,5,0,20,0,0,0,40,0,5,0,20,0,0,0,40,0,5,0,20,0,0,0,40,0,5,0,20,0,0,0,40,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,7,7,0,NA,7,7,0.2,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,NA,5.5,8,-0.285714285714286,"1.prio",25317,6.6,1,"Danmark","Aalborg"
"999",1952,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af institutionen",2013-09-01,2014-09-29,"bachelor",9,2013,3,"BSc2010",0,5,10,10,0,0,15,15,0,15,10,5,0,0,30,15,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,4,2,-3,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,NA,4,3,-2,"1.prio",25317,5.4,1,"Danmark","Aalborg"
"1000",1915,2013,"Medieteknologi","Medialogi","Bacheloruddannelse - BSc Medialogi","NJM1610O","3.-6. semester Medialogi",NA,"TEK-NAT","","","","1.Frafald  < 1 STÅ","Norm Afb.","Norm+ Afb.","afbrudt","Afbrudt af den studerende",2013-09-01,2014-07-15,"bachelor",9,2013,2,"BSc2010",0,5,10,10,0,0,15,15,0,15,10,5,0,0,30,15,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,0,10,0,0,0,30,0,0,10,15,5,0,15,30,15,0,25,40,25,0,30,55,35,0,40,70,40,0,45,90,45,NA,10,12,-3,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,NA,10,9.5,-4,"1.prio",25317,7.4,1,"Danmark","Aalborg"
